Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,Customer_Segment
17,45,4930.43,4,2,4,424,10,Champions
455,145,1810.27,1,4,3,143,8,Loyal Customers
235,17,780.39,2,1,2,212,5,Potential Loyalist
38,177,3429.55,3,4,4,344,11,Champions
83,24,371.01,3,2,2,322,7,Loyal Customers
164,398,1746.6399999999999,2,4,3,243,9,Champions
16,65,1054.73,4,3,3,433,10,Champions
76,131,3272.62,3,3,4,334,10,Champions
602,22,329.22,1,2,2,122,5,Potential Loyalist
88,119,6546.28,3,3,4,334,10,Champions
24,295,9268.07,4,4,4,444,12,Champions
604,45,324.51,1,2,1,121,4,Needs Attention
21,316,3958.8199999999997,4,4,4,444,12,Champions
2,753,8671.12,4,4,4,444,12,Champions
122,105,2610.28,2,3,4,234,9,Champions
29,25,354.42,3,2,2,322,7,Loyal Customers
11,196,1682.13,4,4,3,443,11,Champions
18,129,770.09,4,3,2,432,9,Champions
375,88,372.51,2,3,2,232,7,Loyal Customers
43,180,2010.05,3,4,3,343,10,Champions
533,6,150.55,1,1,1,111,3,Needs Attention
3,54,896.6,4,3,3,433,10,Champions
8,560,2756.82,4,4,4,444,12,Champions
54,116,1198.84,3,3,3,333,9,Champions
413,111,696.19,1,3,2,132,6,Potential Loyalist
87,213,1671.0,3,4,3,343,10,Champions
616,1,-23.4,1,1,1,111,3,Needs Attention
36,1446,8220.39,3,4,4,344,11,Champions
735,1,20.4,1,1,1,111,3,Needs Attention
2,9,12393.7,4,1,4,414,9,Champions
380,39,519.06,2,2,2,222,6,Potential Loyalist
624,42,169.21,1,2,1,121,4,Needs Attention
29,203,5613.83,3,4,4,344,11,Champions
474,90,2146.39,1,3,3,133,7,Loyal Customers
11,515,2403.77,4,4,4,444,12,Champions
210,82,347.17,2,3,2,232,7,Loyal Customers
47,666,3075.14,3,4,4,344,11,Champions
23,254,5384.13,4,4,4,444,12,Champions
21,90,992.71,4,3,3,433,10,Champions
245,300,1722.1100000000001,2,4,3,243,9,Champions
7,457,5867.01,4,4,4,444,12,Champions
34,241,2989.79,3,4,4,344,11,Champions
3,251,52788.92,4,4,4,444,12,Champions
35,294,1121.02,3,4,3,343,10,Champions
3,184,690.54,4,4,2,442,10,Champions
2,387,2495.04,4,4,4,444,12,Champions
46,131,1553.83,3,3,3,333,9,Champions
38,56,698.13,3,3,2,332,8,Loyal Customers
1,420,16640.15,4,4,4,444,12,Champions
16,46,851.01,4,2,3,423,9,Champions
394,145,532.25,1,4,2,142,7,Loyal Customers
259,76,628.28,2,3,2,232,7,Loyal Customers
45,101,719.81,3,3,2,332,8,Loyal Customers
11,86,484.2,4,3,2,432,9,Champions
29,28,439.65999999999997,3,2,2,322,7,Loyal Customers
42,32,236.09,3,2,1,321,6,Potential Loyalist
91,38,1799.8400000000001,3,2,3,323,8,Loyal Customers
595,5,82.2,1,1,1,111,3,Needs Attention
38,420,91800.91,3,4,4,344,11,Champions
309,29,331.24,2,2,2,222,6,Potential Loyalist
91,100,548.94,3,3,2,332,8,Loyal Customers
455,212,1970.45,1,4,3,143,8,Loyal Customers
5,1419,10692.39,4,4,4,444,12,Champions
195,58,925.77,2,3,3,233,8,Loyal Customers
559,21,217.73,1,1,1,111,3,Needs Attention
86,140,2556.84,3,3,4,334,10,Champions
269,73,1489.44,2,3,3,233,8,Loyal Customers
7,28,454.33000000000004,4,2,2,422,8,Loyal Customers
423,33,449.65,1,2,2,122,5,Potential Loyalist
64,128,2383.7000000000003,3,3,4,334,10,Champions
30,6,3166.4,3,1,4,314,8,Loyal Customers
21,141,2153.0,4,3,3,433,10,Champions
37,73,1856.5900000000001,3,3,3,333,9,Champions
434,19,340.84000000000003,1,1,2,112,4,Needs Attention
119,159,3187.03,2,4,4,244,10,Champions
561,22,235.78,1,2,1,121,4,Needs Attention
681,1,107.14,1,1,1,111,3,Needs Attention
85,46,1056.53,3,2,3,323,8,Loyal Customers
39,501,1899.68,3,4,3,343,10,Champions
173,21,300.7,2,1,1,211,4,Needs Attention
681,12,188.44,1,1,1,111,3,Needs Attention
53,34,362.06,3,2,2,322,7,Loyal Customers
32,197,3606.14,3,4,4,344,11,Champions
144,127,2090.68,2,3,3,233,8,Loyal Customers
220,8,134.8,2,1,1,211,4,Needs Attention
44,68,664.85,3,3,2,332,8,Loyal Customers
3,265,3202.07,4,4,4,444,12,Champions
405,2,62.7,1,1,1,111,3,Needs Attention
65,422,3217.77,3,4,4,344,11,Champions
400,24,541.95,1,2,2,122,5,Potential Loyalist
268,5,44.95,2,1,1,211,4,Needs Attention
9,185,2863.45,4,4,4,444,12,Champions
259,23,335.32,2,2,2,222,6,Potential Loyalist
724,18,111.0,1,1,1,111,3,Needs Attention
364,435,2365.62,2,4,4,244,10,Champions
16,102,1521.87,4,3,3,433,10,Champions
562,82,3026.19,1,3,4,134,8,Loyal Customers
593,39,122.93,1,2,1,121,4,Needs Attention
417,25,457.7,1,2,2,122,5,Potential Loyalist
21,33,852.15,4,2,3,423,9,Champions
44,73,1076.8,3,3,3,333,9,Champions
287,556,4328.89,2,4,4,244,10,Champions
291,2,94.35,2,1,1,211,4,Needs Attention
389,26,265.25,1,2,1,121,4,Needs Attention
502,42,726.98,1,2,2,122,5,Potential Loyalist
2,131,2173.53,4,3,3,433,10,Champions
573,9,600.0,1,1,2,112,4,Needs Attention
283,39,362.99,2,2,2,222,6,Potential Loyalist
16,21,1352.0,4,1,3,413,8,Loyal Customers
81,33,472.9,3,2,2,322,7,Loyal Customers
55,399,4460.18,3,4,4,344,11,Champions
669,16,106.75,1,1,1,111,3,Needs Attention
100,71,2351.42,2,3,4,234,9,Champions
298,38,436.18,2,2,2,222,6,Potential Loyalist
22,378,2337.73,4,4,4,444,12,Champions
58,138,2862.91,3,3,4,334,10,Champions
388,10,1739.92,1,1,3,113,5,Potential Loyalist
575,6,1437.43,1,1,3,113,5,Potential Loyalist
385,50,271.44,1,2,1,121,4,Needs Attention
623,20,205.91,1,1,1,111,3,Needs Attention
154,18,315.06,2,1,1,211,4,Needs Attention
98,94,1515.49,2,3,3,233,8,Loyal Customers
106,1,17.0,2,1,1,211,4,Needs Attention
11,211,3599.16,4,4,4,444,12,Champions
455,30,447.05,1,2,2,122,5,Potential Loyalist
263,66,1584.97,2,3,3,233,8,Loyal Customers
239,10,185.04999999999998,2,1,1,211,4,Needs Attention
87,163,4448.1,3,4,4,344,11,Champions
49,70,1568.25,3,3,3,333,9,Champions
462,37,582.64,1,2,2,122,5,Potential Loyalist
8,200,3167.42,4,4,4,444,12,Champions
41,57,1842.14,3,3,3,333,9,Champions
6,207,6002.76,4,4,4,444,12,Champions
61,242,2515.36,3,4,4,344,11,Champions
248,110,2386.19,2,3,4,234,9,Champions
65,6,108.38,3,1,1,311,5,Potential Loyalist
17,31,3204.1600000000003,4,2,4,424,10,Champions
84,143,2171.93,3,3,3,333,9,Champions
218,32,923.58,2,2,3,223,7,Loyal Customers
44,449,1819.27,3,4,3,343,10,Champions
427,75,562.48,1,3,2,132,6,Potential Loyalist
142,16,195.73999999999998,2,1,1,211,4,Needs Attention
182,30,161.38,2,2,1,221,5,Potential Loyalist
170,8,135.75000000000003,2,1,1,211,4,Needs Attention
9,428,2575.14,4,4,4,444,12,Champions
205,35,592.88,2,2,2,222,6,Potential Loyalist
189,90,650.05,2,3,2,232,7,Loyal Customers
392,47,4255.43,1,2,4,124,7,Loyal Customers
7,54,1720.81,4,3,3,433,10,Champions
58,97,3041.91,3,3,4,334,10,Champions
56,360,1457.19,3,4,3,343,10,Champions
72,64,1001.34,3,3,3,333,9,Champions
51,16,307.78,3,1,1,311,5,Potential Loyalist
315,88,1709.39,2,3,3,233,8,Loyal Customers
366,301,4587.65,2,4,4,244,10,Champions
28,384,14646.800000000001,3,4,4,344,11,Champions
38,75,801.31,3,3,2,332,8,Loyal Customers
17,187,3748.4,4,4,4,444,12,Champions
406,96,1396.05,1,3,3,133,7,Loyal Customers
421,55,987.48,1,3,3,133,7,Loyal Customers
51,225,9866.27,3,4,4,344,11,Champions
543,17,664.1999999999999,1,1,2,112,4,Needs Attention
3,584,22228.88,4,4,4,444,12,Champions
21,120,2119.99,4,3,3,433,10,Champions
262,39,819.45,2,2,2,222,6,Potential Loyalist
59,48,921.08,3,2,3,323,8,Loyal Customers
679,28,422.7,1,2,2,122,5,Potential Loyalist
367,39,894.45,2,2,3,223,7,Loyal Customers
18,57,1111.15,4,3,3,433,10,Champions
52,73,1536.19,3,3,3,333,9,Champions
87,50,955.94,3,2,3,323,8,Loyal Customers
249,37,535.34,2,2,2,222,6,Potential Loyalist
2,244,4866.88,4,4,4,444,12,Champions
246,1,175.2,2,1,1,211,4,Needs Attention
8,418,6693.6,4,4,4,444,12,Champions
156,41,946.38,2,2,3,223,7,Loyal Customers
133,140,2367.02,2,3,4,234,9,Champions
295,12,370.37,2,1,2,212,5,Potential Loyalist
4,30,422.22,4,2,2,422,8,Loyal Customers
38,273,4154.69,3,4,4,344,11,Champions
598,1,-4217.59,1,1,1,111,3,Needs Attention
268,29,1829.04,2,2,3,223,7,Loyal Customers
49,229,5037.51,3,4,4,344,11,Champions
681,1,-10.5,1,1,1,111,3,Needs Attention
381,50,781.05,1,2,2,122,5,Potential Loyalist
8,280,5933.59,4,4,4,444,12,Champions
15,19,644.24,4,1,2,412,7,Loyal Customers
521,36,611.32,1,2,2,122,5,Potential Loyalist
281,53,1230.29,2,2,3,223,7,Loyal Customers
63,22,1009.4499999999999,3,2,3,323,8,Loyal Customers
1,1202,12448.960000000001,4,4,4,444,12,Champions
251,2,37.4,2,1,1,211,4,Needs Attention
224,85,2263.63,2,3,4,234,9,Champions
16,35,802.53,4,2,2,422,8,Loyal Customers
504,1,79.9,1,1,1,111,3,Needs Attention
427,26,327.48,1,2,2,122,5,Potential Loyalist
413,71,1149.8700000000001,1,3,3,133,7,Loyal Customers
10,322,10539.08,4,4,4,444,12,Champions
7,85,1822.97,4,3,3,433,10,Champions
50,452,6813.67,3,4,4,344,11,Champions
58,3,73.2,3,1,1,311,5,Potential Loyalist
94,113,1884.55,3,3,3,333,9,Champions
15,87,1406.57,4,3,3,433,10,Champions
125,65,2246.75,2,3,4,234,9,Champions
93,98,1836.44,3,3,3,333,9,Champions
420,81,1964.04,1,3,3,133,7,Loyal Customers
49,128,2141.61,3,3,3,333,9,Champions
137,25,612.6,2,2,2,222,6,Potential Loyalist
60,11,215.83,3,1,1,311,5,Potential Loyalist
99,347,16170.27,2,4,4,244,10,Champions
72,11,305.54,3,1,1,311,5,Potential Loyalist
71,51,9971.65,3,2,4,324,9,Champions
66,41,1077.81,3,2,3,323,8,Loyal Customers
63,46,1155.54,3,2,3,323,8,Loyal Customers
16,40,644.72,4,2,2,422,8,Loyal Customers
22,532,8983.91,4,4,4,444,12,Champions
31,297,6841.24,3,4,4,344,11,Champions
44,75,1077.71,3,3,3,333,9,Champions
15,11,215.48,4,1,1,411,6,Potential Loyalist
39,119,2723.55,3,3,4,334,10,Champions
2,256,15162.12,4,4,4,444,12,Champions
735,11,351.3,1,1,2,112,4,Needs Attention
236,38,630.43,2,2,2,222,6,Potential Loyalist
374,8,308.59999999999997,2,1,1,211,4,Needs Attention
722,16,323.25,1,1,1,111,3,Needs Attention
488,4,93.3,1,1,1,111,3,Needs Attention
468,93,2016.71,1,3,3,133,7,Loyal Customers
74,33,1030.0410000000002,3,2,3,323,8,Loyal Customers
391,10,942.75,1,1,3,113,5,Potential Loyalist
3,628,5629.95,4,4,4,444,12,Champions
2,128,2070.17,4,3,3,433,10,Champions
360,126,2467.04,2,3,4,234,9,Champions
58,78,1110.79,3,3,3,333,9,Champions
22,111,939.24,4,3,3,433,10,Champions
30,200,1830.61,3,4,3,343,10,Champions
54,245,2597.37,3,4,4,344,11,Champions
24,19,394.38,4,1,2,412,7,Loyal Customers
44,253,3440.45,3,4,4,344,11,Champions
88,67,4146.78,3,3,4,334,10,Champions
1,284,38304.06,4,4,4,444,12,Champions
80,37,1086.34,3,2,3,323,8,Loyal Customers
18,80,1284.56,4,3,3,433,10,Champions
78,6,159.0,3,1,1,311,5,Potential Loyalist
170,98,2038.25,2,3,3,233,8,Loyal Customers
80,14,242.35,3,1,1,311,5,Potential Loyalist
266,37,914.9300000000001,2,2,3,223,7,Loyal Customers
234,19,259.39000000000004,2,1,1,211,4,Needs Attention
29,186,4343.6,3,4,4,344,11,Champions
500,1,40.8,1,1,1,111,3,Needs Attention
727,1,-10.17,1,1,1,111,3,Needs Attention
36,264,2229.0099999999998,3,4,4,344,11,Champions
317,160,1345.22,2,4,3,243,9,Champions
374,126,1102.3500000000001,2,3,3,233,8,Loyal Customers
56,116,1616.54,3,3,3,333,9,Champions
44,307,2821.9100000000003,3,4,4,344,11,Champions
202,31,672.1700000000001,2,2,2,222,6,Potential Loyalist
218,41,948.82,2,2,3,223,7,Loyal Customers
373,56,886.1600000000001,2,3,3,233,8,Loyal Customers
86,180,2835.36,3,4,4,344,11,Champions
189,35,542.03,2,2,2,222,6,Potential Loyalist
378,101,1078.22,2,3,3,233,8,Loyal Customers
32,108,2692.02,3,3,4,334,10,Champions
70,81,1818.71,3,3,3,333,9,Champions
473,16,312.78,1,1,1,111,3,Needs Attention
40,122,1990.6100000000001,3,3,3,333,9,Champions
77,20,432.2,3,1,2,312,6,Potential Loyalist
436,7,136.65,1,1,1,111,3,Needs Attention
422,6,63.66,1,1,1,111,3,Needs Attention
56,37,1450.9,3,2,3,323,8,Loyal Customers
7,142,3693.81,4,3,4,434,11,Champions
9,994,4329.31,4,4,4,444,12,Champions
7,691,7433.3,4,4,4,444,12,Champions
33,51,409.1,3,2,2,322,7,Loyal Customers
211,154,2579.38,2,4,4,244,10,Champions
23,93,1352.3600000000001,4,3,3,433,10,Champions
459,89,827.25,1,3,2,132,6,Potential Loyalist
169,16,114.56,2,1,1,211,4,Needs Attention
61,7,152.94,3,1,1,311,5,Potential Loyalist
52,69,1800.07,3,3,3,333,9,Champions
260,49,791.38,2,2,2,222,6,Potential Loyalist
511,20,128.31,1,1,1,111,3,Needs Attention
365,63,-295.09,2,3,1,231,6,Potential Loyalist
31,304,7276.91,3,4,4,344,11,Champions
377,75,985.14,2,3,3,233,8,Loyal Customers
16,541,4834.39,4,4,4,444,12,Champions
257,30,1609.57,2,2,3,223,7,Loyal Customers
176,2,46.95,2,1,1,211,4,Needs Attention
44,345,11833.52,3,4,4,344,11,Champions
409,93,361.94,1,3,2,132,6,Potential Loyalist
50,18,1035.45,3,1,3,313,7,Loyal Customers
16,168,1059.45,4,4,3,443,11,Champions
360,50,677.78,2,2,2,222,6,Potential Loyalist
422,24,351.01,1,2,2,122,5,Potential Loyalist
437,66,837.53,1,3,2,132,6,Potential Loyalist
8,340,6893.62,4,4,4,444,12,Champions
73,109,1757.95,3,3,3,333,9,Champions
590,7,186.66,1,1,1,111,3,Needs Attention
70,45,667.65,3,2,2,322,7,Loyal Customers
427,54,714.59,1,3,2,132,6,Potential Loyalist
352,54,1141.24,2,3,3,233,8,Loyal Customers
2,306,3457.07,4,4,4,444,12,Champions
116,25,411.7,2,2,2,222,6,Potential Loyalist
647,16,336.03999999999996,1,1,2,112,4,Needs Attention
372,134,715.9,2,3,2,232,7,Loyal Customers
196,111,2151.11,2,3,3,233,8,Loyal Customers
176,26,2629.3900000000003,2,2,4,224,8,Loyal Customers
733,23,188.69,1,2,1,121,4,Needs Attention
22,60,1056.59,4,3,3,433,10,Champions
20,351,5692.18,4,4,4,444,12,Champions
724,16,238.05,1,1,1,111,3,Needs Attention
71,40,3416.52,3,2,4,324,9,Champions
339,33,1307.58,2,2,3,223,7,Loyal Customers
5,604,4311.37,4,4,4,444,12,Champions
30,139,1029.77,3,3,3,333,9,Champions
645,31,176.9,1,2,1,121,4,Needs Attention
476,19,263.65,1,1,1,111,3,Needs Attention
169,42,1006.98,2,2,3,223,7,Loyal Customers
469,7,129.85,1,1,1,111,3,Needs Attention
461,22,98.81,1,2,1,121,4,Needs Attention
464,131,2069.3,1,3,3,133,7,Loyal Customers
681,1,117.72,1,1,1,111,3,Needs Attention
116,67,1171.46,2,3,3,233,8,Loyal Customers
8,246,4632.2,4,4,4,444,12,Champions
476,8,126.05000000000001,1,1,1,111,3,Needs Attention
9,79,1328.55,4,3,3,433,10,Champions
625,83,1245.97,1,3,3,133,7,Loyal Customers
212,23,275.4,2,2,1,221,5,Potential Loyalist
22,49,1080.0,4,2,3,423,9,Champions
472,13,178.65,1,1,1,111,3,Needs Attention
429,249,1392.43,1,4,3,143,8,Loyal Customers
736,6,107.33,1,1,1,111,3,Needs Attention
107,12,212.82,2,1,1,211,4,Needs Attention
25,293,7823.72,3,4,4,344,11,Champions
694,25,381.66,1,2,2,122,5,Potential Loyalist
138,22,361.21999999999997,2,2,2,222,6,Potential Loyalist
213,72,1162.82,2,3,3,233,8,Loyal Customers
428,75,1194.92,1,3,3,133,7,Loyal Customers
37,7,5120.0,3,1,4,314,8,Loyal Customers
91,44,686.67,3,2,2,322,7,Loyal Customers
413,28,460.08,1,2,2,122,5,Potential Loyalist
17,37,616.26,4,2,2,422,8,Loyal Customers
431,10,171.15,1,1,1,111,3,Needs Attention
2,16,274.15000000000003,4,1,1,411,6,Potential Loyalist
389,62,1491.4,1,3,3,133,7,Loyal Customers
330,23,402.71,2,2,2,222,6,Potential Loyalist
63,304,5533.31,3,4,4,344,11,Champions
119,118,2179.76,2,3,3,233,8,Loyal Customers
34,19,328.15,3,1,2,312,6,Potential Loyalist
217,3,404.40000000000003,2,1,2,212,5,Potential Loyalist
171,243,4428.849999999999,2,4,4,244,10,Champions
71,36,265.5,3,2,1,321,6,Potential Loyalist
0,37,326.75,4,2,2,422,8,Loyal Customers
195,4,353.66,2,1,2,212,5,Potential Loyalist
127,118,428.68,2,3,2,232,7,Loyal Customers
43,145,3463.84,3,4,4,344,11,Champions
5,497,4706.99,4,4,4,444,12,Champions
13,954,10705.52,4,4,4,444,12,Champions
562,16,310.83,1,1,1,111,3,Needs Attention
427,115,1703.07,1,3,3,133,7,Loyal Customers
17,120,624.63,4,3,2,432,9,Champions
431,34,2037.7,1,2,3,123,6,Potential Loyalist
27,201,1989.97,3,4,3,343,10,Champions
7,45,26626.8,4,2,4,424,10,Champions
491,58,277.48,1,3,1,131,5,Potential Loyalist
551,367,2747.0,1,4,4,144,9,Champions
420,68,3517.69,1,3,4,134,8,Loyal Customers
36,10,151.05,3,1,1,311,5,Potential Loyalist
156,11,214.79999999999998,2,1,1,211,4,Needs Attention
283,20,109.95,2,1,1,211,4,Needs Attention
106,377,1526.06,2,4,3,243,9,Champions
24,169,3832.29,4,4,4,444,12,Champions
74,15,322.41,3,1,1,311,5,Potential Loyalist
15,86,687.0699999999999,4,3,2,432,9,Champions
157,46,842.42,2,2,2,222,6,Potential Loyalist
43,111,1198.74,3,3,3,333,9,Champions
384,15,224.51,1,1,1,111,3,Needs Attention
10,357,3482.01,4,4,4,444,12,Champions
31,266,1798.22,3,4,3,343,10,Champions
290,9,53.5,2,1,1,211,4,Needs Attention
20,130,2206.49,4,3,4,434,11,Champions
332,198,3279.13,2,4,4,244,10,Champions
17,28,494.44,4,2,2,422,8,Loyal Customers
3,177,9985.93,4,4,4,444,12,Champions
62,142,1129.51,3,3,3,333,9,Champions
373,50,349.2,2,2,2,222,6,Potential Loyalist
197,60,414.42,2,3,2,232,7,Loyal Customers
32,47,868.37,3,2,3,323,8,Loyal Customers
0,155,2917.1,4,4,4,444,12,Champions
6,130,2379.4,4,3,4,434,11,Champions
4,671,3411.69,4,4,4,444,12,Champions
9,106,896.66,4,3,3,433,10,Champions
31,104,841.74,3,3,2,332,8,Loyal Customers
52,5,109.36000000000001,3,1,1,311,5,Potential Loyalist
11,53,707.04,4,2,2,422,8,Loyal Customers
17,131,3296.7999999999997,4,3,4,434,11,Champions
18,78,1548.1299999999999,4,3,3,433,10,Champions
36,229,1362.4,3,4,3,343,10,Champions
1,98,640.21,4,3,2,432,9,Champions
17,170,2664.81,4,4,4,444,12,Champions
81,228,1320.56,3,4,3,343,10,Champions
448,11,157.2,1,1,1,111,3,Needs Attention
32,334,1298.61,3,4,3,343,10,Champions
381,29,309.49,1,2,1,121,4,Needs Attention
65,358,1771.45,3,4,3,343,10,Champions
469,13,104.0,1,1,1,111,3,Needs Attention
8,128,977.52,4,3,3,433,10,Champions
266,10,1308.48,2,1,3,213,6,Potential Loyalist
246,23,362.95,2,2,2,222,6,Potential Loyalist
3,109,2131.9,4,3,3,433,10,Champions
60,32,1780.59,3,2,3,323,8,Loyal Customers
395,65,258.7,1,3,1,131,5,Potential Loyalist
407,44,353.1,1,2,2,122,5,Potential Loyalist
74,423,2910.84,3,4,4,344,11,Champions
89,81,1358.95,3,3,3,333,9,Champions
59,137,1030.61,3,3,3,333,9,Champions
28,147,1102.59,3,4,3,343,10,Champions
322,96,918.55,2,3,3,233,8,Loyal Customers
653,13,186.05,1,1,1,111,3,Needs Attention
52,35,1362.27,3,2,3,323,8,Loyal Customers
536,21,467.5,1,1,2,112,4,Needs Attention
400,331,1103.61,1,4,3,143,8,Loyal Customers
269,149,763.05,2,4,2,242,8,Loyal Customers
1,814,5456.5,4,4,4,444,12,Champions
49,100,1412.06,3,3,3,333,9,Champions
60,653,3458.95,3,4,4,344,11,Champions
472,12,102.69999999999999,1,1,1,111,3,Needs Attention
627,11,127.88,1,1,1,111,3,Needs Attention
144,86,1631.15,2,3,3,233,8,Loyal Customers
18,113,641.82,4,3,2,432,9,Champions
94,281,3159.44,3,4,4,344,11,Champions
0,387,6628.99,4,4,4,444,12,Champions
264,117,511.4,2,3,2,232,7,Loyal Customers
301,15,161.04999999999998,2,1,1,211,4,Needs Attention
69,24,430.3,3,2,2,322,7,Loyal Customers
301,5,167.25,2,1,1,211,4,Needs Attention
18,162,533.98,4,4,2,442,10,Champions
12,232,2821.65,4,4,4,444,12,Champions
590,45,231.93,1,2,1,121,4,Needs Attention
35,791,5709.04,3,4,4,344,11,Champions
733,5,130.32,1,1,1,111,3,Needs Attention
18,207,910.1899999999999,4,4,3,443,11,Champions
53,136,647.23,3,3,2,332,8,Loyal Customers
56,69,528.98,3,3,2,332,8,Loyal Customers
21,64,559.71,4,3,2,432,9,Champions
43,162,719.44,3,4,2,342,9,Champions
26,189,2948.47,3,4,4,344,11,Champions
492,1,35.7,1,1,1,111,3,Needs Attention
44,169,1101.94,3,4,3,343,10,Champions
112,93,1474.67,2,3,3,233,8,Loyal Customers
395,2,75.0,1,1,1,111,3,Needs Attention
375,38,526.27,2,2,2,222,6,Potential Loyalist
16,761,61110.54,4,4,4,444,12,Champions
24,18,346.12,4,1,2,412,7,Loyal Customers
190,14,392.06,2,1,2,212,5,Potential Loyalist
301,21,302.7,2,1,1,211,4,Needs Attention
1,372,1908.25,4,4,3,443,11,Champions
262,9,241.06,2,1,1,211,4,Needs Attention
80,137,657.33,3,3,2,332,8,Loyal Customers
105,2,284.55,2,1,1,211,4,Needs Attention
56,28,1117.94,3,2,3,323,8,Loyal Customers
212,83,642.81,2,3,2,232,7,Loyal Customers
63,8,287.4,3,1,1,311,5,Potential Loyalist
27,34,384.52,3,2,2,322,7,Loyal Customers
28,188,2727.04,3,4,4,344,11,Champions
511,126,1011.5699999999999,1,3,3,133,7,Loyal Customers
667,43,242.04,1,2,1,121,4,Needs Attention
380,21,301.25,2,1,1,211,4,Needs Attention
5,132,798.35,4,3,2,432,9,Champions
721,9,310.70000000000005,1,1,1,111,3,Needs Attention
7,307,3856.9700000000003,4,4,4,444,12,Champions
66,87,1023.48,3,3,3,333,9,Champions
1,250,899.47,4,4,3,443,11,Champions
520,1,162.24,1,1,1,111,3,Needs Attention
45,380,3582.38,3,4,4,344,11,Champions
33,192,602.73,3,4,2,342,9,Champions
0,5,-6.100000000005821,4,1,1,411,6,Potential Loyalist
135,73,775.14,2,3,2,232,7,Loyal Customers
197,52,367.87,2,2,2,222,6,Potential Loyalist
190,43,674.69,2,2,2,222,6,Potential Loyalist
149,44,1475.73,2,2,3,223,7,Loyal Customers
87,66,1009.4,3,3,3,333,9,Champions
630,18,332.17,1,1,2,112,4,Needs Attention
530,15,251.71,1,1,1,111,3,Needs Attention
44,8,1.9000000000000004,3,1,1,311,5,Potential Loyalist
63,228,4306.72,3,4,4,344,11,Champions
98,416,6185.41,2,4,4,244,10,Champions
217,9,208.36,2,1,1,211,4,Needs Attention
2,383,5715.34,4,4,4,444,12,Champions
729,5,71.78999999999999,1,1,1,111,3,Needs Attention
27,135,814.72,3,3,2,332,8,Loyal Customers
177,269,1615.22,2,4,3,243,9,Champions
63,4,102.0,3,1,1,311,5,Potential Loyalist
20,85,1383.7,4,3,3,433,10,Champions
19,236,1314.68,4,4,3,443,11,Champions
413,49,726.34,1,2,2,122,5,Potential Loyalist
33,351,3713.59,3,4,4,344,11,Champions
508,25,2862.4,1,2,4,124,7,Loyal Customers
73,45,787.52,3,2,2,322,7,Loyal Customers
23,205,828.91,4,4,2,442,10,Champions
51,484,2453.65,3,4,4,344,11,Champions
274,64,1186.18,2,3,3,233,8,Loyal Customers
433,39,789.6,1,2,2,122,5,Potential Loyalist
164,29,469.58,2,2,2,222,6,Potential Loyalist
6,368,1811.47,4,4,3,443,11,Champions
87,28,544.3,3,2,2,322,7,Loyal Customers
416,26,337.0,1,2,2,122,5,Potential Loyalist
63,260,4320.02,3,4,4,344,11,Champions
24,17,331.0,4,1,2,412,7,Loyal Customers
9,35,300.83,4,2,1,421,7,Loyal Customers
75,53,769.29,3,2,2,322,7,Loyal Customers
659,20,428.23,1,1,2,112,4,Needs Attention
15,18,220.62,4,1,1,411,6,Potential Loyalist
191,19,139.35,2,1,1,211,4,Needs Attention
173,26,379.4,2,2,2,222,6,Potential Loyalist
76,155,2137.68,3,4,3,343,10,Champions
537,7,134.36,1,1,1,111,3,Needs Attention
576,35,209.4,1,2,1,121,4,Needs Attention
32,31,492.2,3,2,2,322,7,Loyal Customers
379,6,303.7,2,1,1,211,4,Needs Attention
429,16,179.16000000000003,1,1,1,111,3,Needs Attention
46,88,1524.31,3,3,3,333,9,Champions
540,23,385.56,1,2,2,122,5,Potential Loyalist
72,117,2110.12,3,3,3,333,9,Champions
296,50,826.53,2,2,2,222,6,Potential Loyalist
2,97,684.41,4,3,2,432,9,Champions
8,140,2293.47,4,3,4,434,11,Champions
49,337,6695.28,3,4,4,344,11,Champions
160,16,86.12,2,1,1,211,4,Needs Attention
359,151,2491.7400000000002,2,4,4,244,10,Champions
4,35,835.96,4,2,2,422,8,Loyal Customers
382,207,1237.23,1,4,3,143,8,Loyal Customers
619,43,266.5,1,2,1,121,4,Needs Attention
106,216,3597.89,2,4,4,244,10,Champions
